ID,Brand,Model,Type,Connectivity,Driver Type,Freq Low (Hz),Freq High (Hz),Impedance (Ω),Sensitivity (dB),THD (%),Cable Length (m),Weight (g),Microphone,Noise Cancellation,Foldable,Battery (hrs),BT Version,Codecs,Charging Port,Water Rating,Color,Price (USD),Release Year,Warranty (yrs),Avg Rating,Review Count,Primary Use,Form Factor,Open/Closed
1669,Koss,IE695,Wired,3.5mm,Hybrid,5,20000,64,97.6,0.0023,1.2,27.9,True,False,False,,,,,None,Red,110,2020,1,4.3,218,Hi-Fi/Reference,In-Ear,Closed
1670,ZMF,E877,Wired,3.5mm,Hybrid,14,30000,12,92.3,0.0047,1,16.7,False,False,False,,,,,IPX2,Graphite,190,2021,1,4.9,9481,Gaming,In-Ear,Closed
1671,AKG,Drops Max,Wireless,Bluetooth,Hybrid,15,22000,18,100.6,0.0133,,7.2,True,False,False,13.8,Multipoint 5.3,"aptX HD,aptX,AAC,SBC",Micro-USB,IPX4,Brown,210,2020,1,4.1,10357,Work/Office,In-Ear,Closed
1672,1MORE,ATH 700 Open,Wired,3.5mm,Electrostatic,15,50000,100,105.8,0.0027,2.5,530,False,False,False,,,,,None,Graphite,750,2018,2,4.4,6081,Bass/Casual,Over-Ear,Open
1673,Sennheiser,Freedom X,Wireless,Bluetooth,Dynamic,20,24000,22,111.8,0.0104,,5.3,True,True,False,40.2,5.0,SBC,USB-C,IPX7,Matte Black,150,2022,1,4.1,376,Gaming,In-Ear,Closed
1674,Monoprice,Core 100,Wireless,Bluetooth,Balanced Armature,10,24000,22,102.7,0.0111,,6.8,True,False,True,32.2,4.2,"aptX,AAC,SBC",Micro-USB,IPX4,Graphite,180,2021,1,4.4,790,Budget/Everyday,In-Ear,Closed
1675,Audio-Technica,RHA883,Wired,3.5mm,Planar,10,50000,25,96.7,0.0094,1.5,22.2,True,False,False,,,,,None,Matte Black,480,2020,2,3.9,13937,Bass/Casual,In-Ear,Closed
1676,Jabra,Sport 1000,Wireless,Bluetooth,Hybrid,15,40000,32,100.6,0.0037,,10.8,True,False,True,34.7,5.0,"aptX,AAC,SBC",USB-C,IPX4,Graphite,140,2021,1,4.8,6383,Music/Casual,In-Ear,Closed
1677,Sivga,ATH 250X,Wired,3.5mm,Planar,10,40000,400,90.9,0.0116,1.2,368,False,False,False,,,,,None,Black,550,2019,2,4.2,227,Studio/Pro,Over-Ear,Closed
1678,JBL,RHA589,Wired,3.5mm,Balanced Armature,10,30000,12,114.3,0.0083,1.5,20.5,True,False,False,,,,,IPX2,Red,420,2024,2,4.3,1001,Sport/Fitness,In-Ear,Closed
1679,Amazfit,Elite 900,Wireless,Bluetooth,Dynamic,12,40000,32,104.3,0.0063,,237,True,False,True,39.8,5.1,"aptX HD,aptX,AAC,SBC",Lightning,IP55,Midnight Blue,310,2023,2,4.1,3891,Budget/Everyday,Over-Ear,Closed
1680,Jabra,Go Pro,Wireless,Bluetooth,Dynamic,4,20000,24,101,0.0102,,319,True,False,False,36,5.3,"aptX,AAC,SBC",USB-C,None,Black,130,2024,2,4.6,3070,Budget/Everyday,Over-Ear,Open
1681,Anker Soundcore,Mini 300,Wireless,Bluetooth,Electrostatic,4,25000,24,106.4,0.0172,,269,True,True,False,22.7,5.3,"AAC,SBC",USB-C,None,Gunmetal,260,2022,1,4.3,4466,Budget/Everyday,Over-Ear,Closed
1682,Edifier,Core 300,Wireless,Bluetooth,Balanced Armature,15,24000,18,106.5,0.0046,,9.3,True,True,False,32.9,5.2,"LDAC,aptX,AAC,SBC",USB-C,None,Red,220,2021,1,3.9,5227,Music/Audiophile,In-Ear,Closed
1683,UE,EW333,Wired,3.5mm,Planar,20,30000,18,105.5,0.0011,1.5,26.8,False,False,False,,,,,IPX4,Rose Gold,400,2018,2,4.6,189,Bass/Casual,In-Ear,Closed
1684,Samsung,Sound 5,Wireless,Bluetooth,Dynamic,20,40000,18,112,0.0087,,8.6,True,False,True,15.5,5.0,SBC,USB-C,None,Dark Green,160,2020,1,4.2,349,Music/Casual,In-Ear,Closed
1685,Beyerdynamic,ER747,Wired,3.5mm,Hybrid,10,20000,12,90,0.0027,1.5,13.6,True,False,False,,,,,IPX2,Navy,190,2023,2,4.2,522,Gaming,In-Ear,Closed
1686,Audeze,N668,Wired,3.5mm,Dynamic,5,30000,8,102.1,0.0039,1,23.2,False,False,False,,,,,IPX2,Silver,100,2018,1,4.3,19,Music/Audiophile,In-Ear,Closed
1687,Bose,Veritas Pro,Wireless,Bluetooth,Dynamic,15,20000,40,102.2,0.0193,,191,True,False,False,34.4,5.2,"LDAC,aptX,AAC,SBC",USB-C,IPX4,Champagne,150,2018,2,3.8,2816,Gaming,On-Ear,Closed
1688,AKG,HE 400,Wired,3.5mm,Dynamic,18,22000,32,97,0.0059,1.2,92,False,False,False,,,,,None,Navy,120,2023,2,4.4,95,Music/Casual,On-Ear,Open
1689,Panasonic,Pods 5,Wireless,Bluetooth,Dynamic,15,20000,32,106.5,0.0067,,7.8,True,False,True,26.9,5.0,"AAC,SBC",USB-C,IPX7,Cosmic Black,130,2024,2,4.7,1417,Bass/Casual,In-Ear,Closed
1690,CCA,EW952,Wired,3.5mm,Dynamic,5,50000,100,91.8,0.0039,1.2,23.7,True,False,False,,,,,None,Black,70,2021,1,4.9,258,Music/Audiophile,In-Ear,Closed
1691,Baseus,Rhythm,Wireless,Bluetooth,Dynamic,5,40000,24,100.3,0.0101,,259,True,False,True,41.9,5.3,"LDAC,AAC,SBC",USB-C,IP54,Sand,160,2022,1,4.6,941,Music/Casual,Over-Ear,Closed
1692,iBasso,HD 990X,Wired,3.5mm,Dynamic,15,22000,32,99.2,0.0061,1.2,118,False,False,False,,,,,None,Gunmetal,70,2016,1,4.2,132,Work/Office,On-Ear,Open
1693,ZMF,DCA 80 Limited,Wired,3.5mm,Dynamic,5,35000,400,100.2,0.0032,1.2,418,False,False,True,,,,,None,Forest Green,310,2018,2,4.3,3784,Commuting/Travel,Over-Ear,Closed
1694,Rose,ER923,Wired,3.5mm,Balanced Armature,20,40000,64,92.7,0.0053,1.2,20.8,False,False,False,,,,,None,Titanium,390,2020,1,4.6,408,Bass/Casual,In-Ear,Closed
1695,Sony,Plus 4,Wireless,Bluetooth,Planar,18,20000,16,102.8,0.0054,,6.9,True,True,False,32.1,Multipoint 5.3,"aptX Adaptive,aptX HD,AAC,SBC",Micro-USB,IP55,Rose Gold,250,2023,2,4.4,2374,Work/Office,In-Ear,Closed
1696,Truthear,RHA280,Wired,3.5mm,Planar,10,50000,18,95.1,0.0043,1.5,18.2,False,False,False,,,,,IPX2,Matte Black,380,2017,1,4.1,517,Commuting/Travel,In-Ear,Closed
1697,Focal,Sport 1000,Wireless,Bluetooth,Dynamic,18,22000,16,102.9,0.0106,,4.9,True,True,False,38,Multipoint 5.3,"aptX Adaptive,aptX HD,AAC,SBC",USB-C,IPX2,Forest Green,320,2020,1,4.6,3175,Studio/Pro,In-Ear,Closed
1698,Monolith,HE835,Wired,3.5mm,Balanced Armature,10,20000,120,111.2,0.0065,1,7.7,True,False,False,,,,,None,Graphite,220,2021,1,4.9,353,Hi-Fi/Reference,In-Ear,Closed
1699,Amazfit,Zen,Wireless,Bluetooth,Dynamic,8,22000,32,94.3,0.0101,,247,True,False,False,34.1,5.2,"LDAC,AAC,SBC",Lightning,None,Graphite,240,2023,1,3.7,2155,Gaming,Over-Ear,Closed
1700,Sony,N203,Wired,3.5mm,Balanced Armature,14,22000,32,114.3,0.0096,1.5,10,False,False,False,,,,,IPX4,Black,190,2016,3,3.7,1859,Music/Audiophile,In-Ear,Closed
1701,Monolith,E75,Wired,3.5mm,Dynamic,14,20000,18,113.4,0.0079,1.2,26.6,False,False,False,,,,,None,Dark Green,230,2023,2,4.5,5727,Studio/Pro,In-Ear,Closed
1702,CCA,SR 700 Monitor,Wired,3.5mm,Dynamic,5,40000,60,99.7,0.0096,1.2,479,False,False,False,,,,,None,Brown,370,2018,1,4.6,194,Gaming,Over-Ear,Open
1703,Letshuoer,RHA286,Wired,3.5mm,Balanced Armature,20,30000,64,94.3,0.0025,1,17.5,False,False,False,,,,,None,Rose Gold,570,2019,2,4.4,2058,Music/Audiophile,In-Ear,Closed
1704,Jabra,Active 5,Wireless,Bluetooth,Dynamic,12,20000,16,107.3,0.0142,,295,True,True,False,43.4,5.3,"LDAC,aptX,AAC,SBC",Lightning,IPX7,Forest Green,200,2022,1,3.9,1257,Budget/Everyday,Over-Ear,Closed
1705,Sennheiser,Core 100,Wireless,Bluetooth,Balanced Armature,15,24000,16,108.2,0.0076,,6.4,True,True,True,9.6,5.2,"aptX Adaptive,aptX HD,AAC,SBC",Micro-USB,IPX8,Titanium,260,2019,1,4.4,4114,Bass/Casual,In-Ear,Closed
1706,Rose,RHA790,Wired,3.5mm,Dynamic,14,20000,25,106.7,0.0026,1,21.2,False,False,False,,,,,None,Black,210,2016,1,4.1,85,Studio/Pro,In-Ear,Closed
1707,Focal,IE187,Wired,3.5mm,Dynamic,14,22000,120,111.9,0.003,1,21.4,False,False,False,,,,,IPX4,Graphite,60,2017,3,4,936,Commuting/Travel,In-Ear,Closed
1708,Empire Ears,RE347,Wired,3.5mm,Balanced Armature,5,50000,12,105.6,0.0096,1,23.6,False,False,False,,,,,IPX2,Rose Gold,370,2023,2,4.4,1634,Hi-Fi/Reference,In-Ear,Closed
1709,Etymotic,LCD 250 Studio,Wired,3.5mm,Dynamic,4,25000,47,98.8,0.0035,1.2,308,True,False,True,,,,,None,Champagne,220,2019,1,4,1009,Bass/Casual,Over-Ear,Closed
1710,Bose,Dots 500,Wireless,Bluetooth,Dynamic,10,20000,22,102.7,0.0142,,4.1,True,False,True,24.8,5.2,"LDAC,AAC,SBC",USB-C,None,Cream,200,2024,1,4.6,3187,Hi-Fi/Reference,In-Ear,Closed
1711,Bose,Max 500,Wireless,Bluetooth,Dynamic,10,20000,32,99.7,0.0108,,207,True,True,True,20.7,5.3,SBC,USB-C,IPX7,Sand,200,2019,2,4.3,4736,Gaming,On-Ear,Open
1712,AKG,True 1000,Wireless,Bluetooth,Planar,10,20000,32,108.5,0.0081,,6.6,True,False,True,35.6,5.2,"LDAC,aptX,AAC,SBC",USB-C,IPX2,Red,230,2018,1,4.4,1358,Commuting/Travel,In-Ear,Closed
1713,Grado,SRH 80X,Wired,3.5mm,Planar,10,25000,32,105.6,0.0141,1.5,303,False,False,True,,,,,None,Carbon,520,2016,2,3.9,1485,Gaming,Over-Ear,Open
1714,HyperX,Pods 500,Wireless,Bluetooth,Planar,18,20000,16,100.3,0.0096,,4.8,True,False,False,25.3,5.1,"AAC,SBC",USB-C,IPX7,Midnight Blue,120,2019,2,3.7,3910,Music/Audiophile,In-Ear,Closed
1715,Bose,X 4,Wireless,Bluetooth,Electrostatic,15,40000,32,103,0.004,,290,True,False,False,35.7,5.2,SBC,Micro-USB,IPX8,Sand,90,2024,2,4,350,Music/Audiophile,Over-Ear,Closed
1716,Unique Melody,E425,Wired,3.5mm,Planar,10,20000,100,117.1,0.0021,1.5,18.3,True,False,False,,,,,None,Graphite,390,2018,2,4.4,2464,Music/Casual,In-Ear,Closed
1717,Shure,T652,Wired,3.5mm,Hybrid,14,50000,120,113.3,0.0068,1,5.2,False,False,False,,,,,IPX4,Red,220,2016,2,4.8,2511,Budget/Everyday,In-Ear,Closed
1718,Razer,Ultra X,Wireless,Bluetooth,Planar,8,20000,64,98.2,0.0129,,264,True,False,False,51.9,5.0,"LDAC,AAC,SBC",USB-C,IPX4,Brown,120,2022,1,4.4,320,Gaming,Over-Ear,Closed
1719,Nothing,Veritas Max,Wireless,Bluetooth,Electrostatic,4,35000,16,101.9,0.019,,247,True,True,True,27.4,5.1,"AAC,SBC",USB-C,IPX8,Silver,160,2018,2,4.3,1169,Studio/Pro,Over-Ear,Open
1720,Anker Soundcore,Reference 100,Wireless,Bluetooth,Dynamic,8,25000,50,95.3,0.0102,,379,True,True,True,28.7,5.2,"LDAC,aptX,AAC,SBC",Micro-USB,IPX8,Silver,270,2022,1,3.8,785,Music/Casual,Over-Ear,Closed
1721,Panasonic,Clear 900,Wireless,Bluetooth,Balanced Armature,20,20000,16,109.1,0.0145,,11.1,True,False,False,31,5.2,"LDAC,aptX,AAC,SBC",Lightning,IPX2,Champagne,180,2022,1,4.4,5633,Work/Office,In-Ear,Closed
1722,Thieaudio,RHA275,Wired,3.5mm,Dynamic,8,30000,8,105.5,0.0093,1,22.1,False,False,False,,,,,IPX2,Carbon,100,2017,2,4.9,189,Sport/Fitness,In-Ear,Closed
1723,TOZO,Elite 100,Wireless,Bluetooth,Planar,6,25000,50,98.7,0.0032,,233,True,False,False,52.9,5.0,"aptX,AAC,SBC",USB-C,IP57,Indigo,180,2023,2,4.2,2407,Sport/Fitness,Over-Ear,Closed
1724,ZMF,SE552,Wired,3.5mm,Balanced Armature,8,20000,64,103.7,0.009,1.5,20.4,True,False,False,,,,,None,Brown,420,2019,1,4,169,Budget/Everyday,In-Ear,Closed
1725,Etymotic,ER605,Wired,3.5mm,Balanced Armature,5,40000,12,106.2,0.0013,1.2,27.5,False,False,False,,,,,None,Brown,390,2020,2,3.4,59,Work/Office,In-Ear,Closed
1726,TOZO,Reference 500,Wireless,Bluetooth,Dynamic,18,22000,40,98.8,0.0187,,182,True,False,True,53.3,5.3,"aptX Adaptive,aptX HD,AAC,SBC",Micro-USB,IPX4,Titanium,170,2022,2,4.1,3193,Studio/Pro,On-Ear,Open
1727,Focal,Mini 4,Wireless,Bluetooth,Dynamic,5,40000,24,98.3,0.0034,,281,True,False,False,34.2,5.2,"aptX Adaptive,aptX HD,AAC,SBC",Micro-USB,None,Forest Green,260,2022,1,4.6,983,Music/Audiophile,Over-Ear,Closed
1728,Sennheiser,HE839,Wired,3.5mm,Planar,5,22000,25,95.2,0.0031,1.5,10.5,False,False,False,,,,,None,Graphite,340,2020,1,3.6,9692,Studio/Pro,In-Ear,Closed
1729,Focal,Reference,Wireless,Bluetooth,Dynamic,15,22000,16,100.2,0.0073,,297,True,False,False,27.6,5.0,SBC,USB-C,IPX4,Pearl White,180,2024,1,4.1,1416,Music/Audiophile,Over-Ear,Closed
1730,Simgot,T344,Wired,3.5mm,Dynamic,14,20000,8,105.3,0.0068,1.5,11.2,True,False,False,,,,,IPX4,Navy,60,2024,1,4,1932,Music/Casual,In-Ear,Closed
1731,Beyerdynamic,Prestige 100,Wireless,Bluetooth,Dynamic,10,30000,64,104,0.0124,,341,True,False,True,23.7,5.3,"aptX,AAC,SBC",Micro-USB,None,Sand,150,2021,1,4.1,55,Bass/Casual,Over-Ear,Open
1732,TOZO,Pro 200,Wireless,Bluetooth,Hybrid,15,20000,22,104.1,0.0108,,4,True,False,False,29.8,5.0,"aptX HD,aptX,AAC,SBC",USB-C,None,Matte Black,130,2023,2,3.9,539,Work/Office,In-Ear,Closed
1733,JBL,T717,Wired,3.5mm,Dynamic,8,40000,16,114.9,0.0025,1.2,23.6,False,False,False,,,,,None,Champagne,160,2024,1,4.1,14839,Gaming,In-Ear,Closed
1734,Sennheiser,SE100,Wired,3.5mm,Balanced Armature,5,22000,18,104.1,0.0017,1.5,15.9,False,False,False,,,,,None,Titanium,170,2024,2,4.2,1139,Music/Casual,In-Ear,Closed
1735,Rose,T82,Wired,3.5mm,Dynamic,15,20000,64,103.5,0.0017,1.5,16.7,False,False,False,,,,,None,Navy,170,2019,2,3.9,1525,Commuting/Travel,In-Ear,Closed
1736,Sony,RE671,Wired,3.5mm,Dynamic,10,22000,32,96.9,0.008,1.5,16.9,True,False,False,,,,,IPX4,Matte Black,240,2018,1,4.5,336,Music/Audiophile,In-Ear,Closed
1737,Focal,Core X,Wireless,Bluetooth,Balanced Armature,18,40000,32,100.4,0.004,,9.6,True,True,True,36,5.2,SBC,USB-C,None,Indigo,340,2018,1,3.5,1127,Commuting/Travel,In-Ear,Closed
1738,Tin HiFi,ATH 250 Monitor,Wired,3.5mm,Electrostatic,10,40000,400,97.7,0.0029,1.5,481,False,False,False,,,,,None,Champagne,430,2018,2,4.4,16016,Music/Audiophile,Over-Ear,Closed
1739,Empire Ears,SR 50 Studio,Wired,3.5mm,Electrostatic,15,22000,120,99.6,0.0147,1.5,120,False,False,False,,,,,None,Sand,340,2019,1,4.1,922,Budget/Everyday,On-Ear,Open
1740,Beyerdynamic,Buds 4,Wireless,Bluetooth,Balanced Armature,15,40000,22,103.7,0.0135,,11.2,True,False,True,24.7,5.0,"aptX HD,aptX,AAC,SBC",USB-C,IP57,Indigo,110,2019,2,3.9,244,Commuting/Travel,In-Ear,Closed
1741,Beyerdynamic,Sport 4,Wireless,Bluetooth,Hybrid,20,40000,18,109.2,0.0101,,4,True,False,False,30.7,5.0,"aptX HD,aptX,AAC,SBC",USB-C,None,Navy,130,2024,2,4.3,6522,Bass/Casual,In-Ear,Closed
1742,Focal,DT 600 Studio,Wired,3.5mm,Dynamic,10,50000,400,93.7,0.0123,1.2,282,False,False,False,,,,,None,Black,120,2020,1,4.2,572,Commuting/Travel,Over-Ear,Closed
1743,EarFun,Wings 900,Wireless,Bluetooth,Hybrid,20,20000,22,104.7,0.0135,,6.7,True,True,False,25.7,5.3,"LDAC,AAC,SBC",Lightning,None,Black,310,2020,2,4.5,3972,Commuting/Travel,In-Ear,Closed
1744,Status Audio,ER427,Wired,3.5mm,Balanced Armature,10,22000,12,102.3,0.0047,1.5,8.8,False,False,False,,,,,None,Indigo,290,2020,2,4.3,929,Music/Casual,In-Ear,Closed
1745,Dan Clark Audio,RE350,Wired,3.5mm,Balanced Armature,5,40000,120,95.3,0.008,1,14.6,False,False,False,,,,,IPX2,Carbon,290,2021,1,3.8,1986,Sport/Fitness,In-Ear,Closed
1746,Audio-Technica,Wave X,Wireless,Bluetooth,Balanced Armature,18,20000,22,107.7,0.0053,,11.8,True,False,False,16.9,5.2,"aptX Adaptive,aptX HD,AAC,SBC",Lightning,IP57,White,150,2020,2,3.9,5012,Budget/Everyday,In-Ear,Closed
1747,Philips,N223,Wired,3.5mm,Dynamic,8,20000,16,92.4,0.0028,1.5,12.4,False,False,False,,,,,IPX2,Sand,170,2023,3,3.5,302,Hi-Fi/Reference,In-Ear,Closed
1748,Westone,MDR 400 Limited,Wired,3.5mm,Dynamic,15,22000,150,92,0.0122,2,235,False,False,False,,,,,None,Pearl White,210,2022,2,4.8,7546,Studio/Pro,Over-Ear,Closed
1749,Audeze,EW901,Wired,3.5mm,Dynamic,5,50000,64,103.2,0.004,1.2,18.4,False,False,False,,,,,None,Pearl White,60,2017,1,4.3,269,Bass/Casual,In-Ear,Closed
1750,Fiio,EW218,Wired,3.5mm,Dynamic,15,40000,64,106,0.0096,1,20.5,False,False,False,,,,,None,Carbon,100,2022,2,4.3,627,Sport/Fitness,In-Ear,Closed
1751,Thieaudio,T444,Wired,3.5mm,Balanced Armature,5,50000,18,99.1,0.0013,1.5,25.7,False,False,False,,,,,None,Sand,170,2020,3,4,813,Budget/Everyday,In-Ear,Closed
1752,OnePlus,Vibe 300,Wireless,Bluetooth,Dynamic,18,25000,16,100.4,0.0197,,357,True,False,True,44.7,5.1,"aptX HD,aptX,AAC,SBC",Micro-USB,None,Cream,250,2019,2,4.2,287,Bass/Casual,Over-Ear,Closed
1753,Meze,HE 600,Wired,3.5mm,Dynamic,8,40000,300,98.6,0.002,2.5,325,False,False,False,,,,,None,Dark Green,250,2017,1,4.4,28,Hi-Fi/Reference,Over-Ear,Closed
1754,CCA,SR 500 Open,Wired,3.5mm,Dynamic,10,35000,47,99.3,0.0044,2.5,456,False,False,False,,,,,None,Silver,100,2024,2,4.7,18548,Studio/Pro,Over-Ear,Open
1755,Beyerdynamic,MDR 100 Studio,Wired,3.5mm,Planar,10,30000,32,101,0.0072,2,483,False,False,False,,,,,None,Cosmic Black,190,2020,3,4,634,Studio/Pro,Over-Ear,Open
1756,Westone,HE304,Wired,3.5mm,Dynamic,8,20000,120,108.3,0.0086,1.5,9.1,True,False,False,,,,,IPX4,Carbon,100,2024,3,3.9,933,Sport/Fitness,In-Ear,Closed
1757,SteelSeries,Everest 900,Wireless,Bluetooth,Dynamic,5,35000,24,106.3,0.0062,,341,True,True,True,41.5,5.3,"AAC,SBC",Lightning,None,White,130,2020,1,4.1,2751,Work/Office,Over-Ear,Closed
1758,KZ,DCA 400,Wired,3.5mm,Dynamic,15,25000,80,94.1,0.0128,2.5,529,False,False,False,,,,,None,Matte Black,80,2020,1,4.3,379,Music/Casual,Over-Ear,Open
1759,V-MODA,Drift 300,Wireless,Bluetooth,Dynamic,15,20000,22,100.8,0.0108,,11,True,False,False,39.2,4.2,"aptX HD,aptX,AAC,SBC",USB-C,None,Black,180,2021,1,4.2,669,Gaming,In-Ear,Closed
1760,Moondrop,RHA775,Wired,3.5mm,Dynamic,15,30000,64,102.7,0.0026,1.2,12,True,False,False,,,,,None,Navy,220,2016,1,4.8,4418,Work/Office,In-Ear,Closed
1761,Skullcandy,HE907,Wired,3.5mm,Balanced Armature,20,40000,16,113.2,0.0058,1.2,23.5,False,False,False,,,,,None,Brown,390,2016,2,4.6,1514,Gaming,In-Ear,Closed
1762,DUNU,DT 500 Open,Wired,3.5mm,Dynamic,4,30000,400,105.9,0.0038,2,218,True,False,False,,,,,None,Brown,310,2021,2,4.1,595,Sport/Fitness,Over-Ear,Open
1763,TOZO,Go 200,Wireless,Bluetooth,Dynamic,18,22000,16,102.8,0.0068,,6.2,True,False,False,39.2,5.2,"LDAC,aptX,AAC,SBC",Micro-USB,IP55,Space Gray,250,2020,1,4.1,3976,Gaming,In-Ear,Closed
1764,Bang & Olufsen,Air X,Wireless,Bluetooth,Dynamic,4,25000,50,96.6,0.0035,,207,True,False,True,35.1,4.2,"aptX HD,aptX,AAC,SBC",Lightning,IP55,Navy,270,2024,1,4.4,573,Gaming,Over-Ear,Closed
1765,Monolith,HE971,Wired,3.5mm,Planar,10,50000,100,100.4,0.0082,1.5,26.3,False,False,False,,,,,None,Cosmic Black,580,2024,1,4.3,2650,Music/Audiophile,In-Ear,Closed
1766,JBL,Series 3,Wireless,Bluetooth,Dynamic,18,40000,18,108.7,0.013,,5.9,True,True,False,27.5,5.0,"LDAC,AAC,SBC",USB-C,IPX8,Matte Black,250,2021,2,3.8,2621,Sport/Fitness,In-Ear,Closed
1767,Moondrop,RHA784,Wired,3.5mm,Balanced Armature,10,30000,64,94.4,0.0039,1.5,13.7,False,False,False,,,,,None,Pearl White,660,2023,1,4.2,923,Gaming,In-Ear,Closed
1768,Apple,Drift 300,Wireless,Bluetooth,Dynamic,10,40000,22,102.5,0.0033,,7.2,True,True,False,34.8,5.0,SBC,USB-C,IP54,Matte Black,200,2020,2,4.3,2308,Work/Office,In-Ear,Closed
1769,Beyerdynamic,RE251,Wired,3.5mm,Planar,15,50000,8,93.4,0.0026,1,22.4,True,False,False,,,,,IPX4,Silver,590,2023,1,3.6,244,Hi-Fi/Reference,In-Ear,Closed
1770,Vision Ears,HE 400 Studio,Wired,3.5mm,Electrostatic,15,40000,80,96.2,0.0078,2.5,328,False,False,False,,,,,None,Graphite,680,2016,3,4.7,1956,Commuting/Travel,Over-Ear,Closed
1771,Pioneer,Prestige 500,Wireless,Bluetooth,Planar,15,30000,50,103.7,0.0066,,207,True,True,True,43.3,4.2,SBC,USB-C,IPX4,Silver,160,2021,1,4.6,731,Studio/Pro,Over-Ear,Closed
1772,Edifier,Aura 700,Wireless,Bluetooth,Hybrid,15,40000,32,106.3,0.0136,,5.3,True,True,True,13,5.2,"aptX,AAC,SBC",USB-C,IP55,Dark Green,170,2020,1,3.8,304,Budget/Everyday,In-Ear,Closed
1773,iBasso,E753,Wired,3.5mm,Dynamic,20,30000,64,97.6,0.0067,1.5,14.9,False,False,False,,,,,IPX4,White,180,2021,3,4.2,404,Studio/Pro,In-Ear,Closed
1774,Koss,Live 5,Wireless,Bluetooth,Dynamic,20,25000,40,97.6,0.0174,,168,True,False,False,53.1,5.3,"aptX HD,aptX,AAC,SBC",USB-C,IPX7,Gunmetal,130,2020,2,4,1116,Studio/Pro,On-Ear,Open
1775,Audio-Technica,Sport 100,Wireless,Bluetooth,Balanced Armature,20,24000,18,109.7,0.0123,,7.5,True,True,True,10.9,5.2,"AAC,SBC",USB-C,IPX4,Forest Green,170,2020,1,3.9,353,Studio/Pro,In-Ear,Closed
1776,Amazfit,Sparks 300,Wireless,Bluetooth,Dynamic,18,20000,32,110.6,0.0039,,5.3,True,True,False,54.1,5.0,"AAC,SBC",USB-C,IP57,White,140,2020,2,4.5,722,Budget/Everyday,In-Ear,Closed
1777,Shure,ATH 500,Wired,3.5mm,Dynamic,12,22000,300,108,0.0137,1.5,520,False,False,True,,,,,None,Matte Black,180,2018,1,4.7,717,Music/Audiophile,Over-Ear,Open
1778,Sony,Everest 3,Wireless,Bluetooth,Dynamic,12,22000,40,105.1,0.0114,,177,True,False,False,37.4,Multipoint 5.3,"LHDC,AAC,SBC",USB-C,IPX4,Graphite,80,2019,2,4,519,Bass/Casual,On-Ear,Closed
1779,Etymotic,RE744,Wired,3.5mm,Dynamic,15,30000,12,100.9,0.0091,1,10.2,False,False,False,,,,,None,Indigo,180,2018,1,4.5,193,Sport/Fitness,In-Ear,Closed
1780,Samsung,Drift 2,Wireless,Bluetooth,Balanced Armature,15,22000,18,100.7,0.0067,,11.3,True,False,True,34.1,5.0,"LDAC,AAC,SBC",Lightning,IP54,Indigo,180,2019,1,4.5,3860,Studio/Pro,In-Ear,Closed
1781,Moondrop,ER412,Wired,3.5mm,Balanced Armature,8,50000,120,92.4,0.0075,1.5,14.4,False,False,False,,,,,None,Titanium,360,2016,1,4.3,608,Work/Office,In-Ear,Closed
1782,Empire Ears,MDR 400X,Wired,3.5mm,Electrostatic,10,35000,600,101.3,0.0118,1.5,300,False,False,True,,,,,None,Cosmic Black,440,2018,2,4.4,811,Bass/Casual,Over-Ear,Open
1783,Bose,Go 1000,Wireless,Bluetooth,Electrostatic,20,30000,16,102.5,0.0191,,231,True,True,True,46.5,5.0,"aptX HD,aptX,AAC,SBC",Lightning,IPX2,Sand,300,2024,1,4.4,2735,Work/Office,Over-Ear,Closed
1784,Skullcandy,Signature 2,Wireless,Bluetooth,Planar,18,30000,47,97.1,0.0031,,344,True,True,False,29.4,5.3,"aptX HD,aptX,AAC,SBC",USB-C,IPX8,Cream,370,2022,2,4.3,1211,Hi-Fi/Reference,Over-Ear,Open
1785,Tribit,Sparks X,Wireless,Bluetooth,Hybrid,10,22000,22,108.3,0.0047,,8.4,True,False,True,32.3,5.0,"aptX HD,aptX,AAC,SBC",USB-C,None,Pearl White,110,2020,1,4.4,698,Budget/Everyday,In-Ear,Closed
1786,Beyerdynamic,Plus 2,Wireless,Bluetooth,Dynamic,5,22000,47,100.1,0.0114,,339,True,True,True,41.2,5.0,"AAC,SBC",Lightning,IPX8,Navy,230,2019,1,4,7019,Bass/Casual,Over-Ear,Closed
1787,Sony,Nano 500,Wireless,Bluetooth,Electrostatic,10,20000,16,103,0.0128,,220,True,False,True,40,Multipoint 5.3,"aptX Adaptive,aptX HD,AAC,SBC",USB-C,IP54,Midnight Blue,230,2023,1,4.3,368,Music/Audiophile,Over-Ear,Closed
1788,Simgot,IE973,Wired,3.5mm,Balanced Armature,15,20000,12,93.8,0.0053,1,25.4,False,False,False,,,,,IPX2,Sand,360,2023,1,4.2,94,Sport/Fitness,In-Ear,Closed
1789,Turtle Beach,Reference 4,Wireless,Bluetooth,Electrostatic,20,25000,16,105.3,0.0089,,130,True,True,False,47.3,4.2,"LDAC,AAC,SBC",Lightning,None,Rose Gold,310,2022,2,3.7,3073,Work/Office,On-Ear,Closed
